ENSEMBLE,DATE,REAL,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
iter-0,2002-06-01,33,7815201792,997947.1875,1124983.75,1102025600,1142041984,42473920,5423.6259765625,6111.38720703125,5989270,5989270,6204693,0,346718976,2619613,2281780,2.41478443145752
iter-0,2002-07-01,33,7785411072,987833.625,1110101.25,1131816064,1175345024,42312016,5368.6611328125,6030.50048828125,6151174,6151174,6385608,0,346981536,2807074,2439522,2.49691987037659
iter-0,2002-08-01,33,7755013632,975069.3125,1084009.5,1162213888,1208949376,42146812,5299.28955078125,5889.28955078125,6316380,6316380,6568176,0,347248864,3004718.5,2610034,2.58179330825806
iter-0,2002-09-01,33,7725216256,955411,1054247.5,1192011136,1241631104,41984868,5192.451171875,5727.16064453125,6478321.5,6478321.5,6745718,0,347512224,3206374.25,2787297,2.66666674613953
iter-0,2002-10-01,33,7697209344,927664.8125,1020194.9375,1220017664,1272236928,41832656,5041.65673828125,5542.36669921875,6630531,6630531,6911989,0,347762752,3405837.75,2964779,2.74880218505859
iter-0,2002-11-01,33,7669373952,891789.625,985624.5625,1247852672,1302791296,41681376,4846.6826171875,5354.00048828125,6781808,6781808,7077963,0,348016448,3617162.25,3153119,2.83367562294006
iter-0,2002-12-01,33,7643101184,869879.75,967026.125,1274124928,1331801984,41538592,4727.607421875,5253.33349609375,6924592,6924592,7235563,0,348256480,3827127.75,3339928,2.91581106185913
iter-0,2003-01-01,33,7617013248,836088.9375,929821.5,1300212736,1360626560,41396808,4543.96142578125,5050.837890625,7066373.5,7066373.5,7392139,0,348491712,4041882.75,3531553,3.0006844997406
iter-0,2003-02-01,33,7616175616,0,0,1301050112,1361556352,41392260,0,0,7070924.5,7070924.5,7397190,0,348484768,4048845.25,3537734.5,3.00342226028442
iter-0,2000-01-01,3,8917232640,0,0,0,0,48463220,0,0,0,0,0,0,339163616,0,0,0
iter-0,2000-02-01,3,8917229568,0,0,0,0,48463196,0,0,0,0,0,0,339163648,0,0,0.084873370826244
iter-0,2000-03-01,3,8855649280,2123391.75,2123621.5,61579812,61585024,48128520,11540.1728515625,11540,334672.90625,334672.90625,334660,0,339303616,3.39068555831909,0,0.164271041750908
iter-0,2000-04-01,3,8796636160,1900997.375,1887736.75,120593696,120104864,47807796,10331.5068359375,10257.2578125,655400.5,655400.5,652635,0,339458304,318.390533447266,4548.0009765625,0.249144420027733
iter-0,2000-05-01,3,8743568384,1759970.25,1695579.625,173660736,170972256,47519384,9565.0556640625,9213.5673828125,943808.375,943808.375,929042,0,339605664,2964.00024414062,25817.001953125,0.331279933452606
iter-0,2000-06-01,3,8690647040,1699694.625,1638625.75,226581872,221769648,47231768,9237.470703125,8903.451171875,1231423.25,1231423.25,1205049,0,339753600,10022.939453125,50901,0.416153311729431
iter-0,2000-07-01,3,8643537920,1564542.375,1509394.625,273690656,267051488,46975744,8502.947265625,8201.7001953125,1487449.125,1487449.125,1451100,0,340039040,19563.96484375,75951,0.498288840055466
iter-0,2000-08-01,3,8598306816,1453834.375,1398302.75,318922336,310398880,46729920,7901.2734375,7597.41943359375,1733273.625,1733273.625,1686620,0,340335872,32736.306640625,105138,0.583162188529968
iter-0,2000-09-01,3,8555331072,1382441.625,1325874.25,361897888,351500960,46496356,7513.26953125,7203.8388671875,1966836.375,1966836.375,1909939,0,340630176,48452.7734375,136780.015625,0.668035566806793
iter-0,2000-10-01,3,8515363328,1329484.875,1270949.375,401865856,389629472,46279140,7225.46142578125,6905.7666015625,2184053.5,2184053.5,2117112,0,340913376,65244.97265625,169202,0.75017112493515
iter-0,2000-11-01,3,8475381248,1287326,1227013,441847744,427666848,46061848,6996.3369140625,6666.935546875,2401346.5,2401346.5,2323787,0,341204864,83761.171875,204244,0.835044503211975
iter-0,2000-12-01,3,8437699584,1253906,1191768.75,479529248,463419936,45857056,6814.70654296875,6475.7666015625,2606137.25,2606137.25,2518060,0,341485952,102653.4765625,239515,0.917180001735687
iter-0,2001-01-01,3,8399609344,1226645.25,1163525.625,517619648,499489216,45650044,6666.5498046875,6321.87109375,2813150.25,2813150.25,2714038,0,341775456,123146.03125,277189,1.00205338001251
iter-0,2001-02-01,3,8340463104,1871922.5,1873729,576765184,557574848,45328596,10173.4912109375,10180.322265625,3134593.5,3134593.5,3029628,0,342057344,151288.71875,314403,1.08692681789398
iter-0,2001-03-01,3,8301833216,1363714.625,1401034,615395264,596803776,45118652,7411.4921875,7610.60693359375,3344539.5,3344539.5,3242725,0,342302080,186541.1875,344655,1.16358661651611
iter-0,2001-04-01,3,8261328384,1290590.125,1301814.625,655900032,637160000,44898516,7014.07666015625,7072.09716796875,3564674.25,3564674.25,3461960,0,342693184,255414.96875,414866.03125,1.24845993518829
iter-0,2001-05-01,3,8222085120,1294720.75,1283700.25,695142912,675671040,44685240,7036.52587890625,6973.00048828125,3777950.75,3777950.75,3671150,0,343055744,342848.5,508601,1.33059549331665
iter-0,2001-06-01,3,8181937152,1281491.25,1268368.5,735290688,714990464,44467044,6964.62646484375,6890.2255859375,3996145,3996145,3884747,0,343417312,446279.59375,619142,1.41546881198883
iter-0,2001-07-01,3,8143890944,1256724.625,1244567.125,773336832,752327488,44260272,6830.02490234375,6761.6005859375,4202917.5,4202917.5,4087595,0,343758240,555366.6875,734308,1.49760437011719
iter-0,2001-08-01,3,8105522688,1227635.25,1216663.5,811705152,790044032,44051744,6671.93115234375,6611.193359375,4411441,4411441,4292542,0,344104128,674458.625,858961,1.58247780799866
iter-0,2001-09-01,3,8067701248,1211738.125,1204614.875,849526464,827387072,43846192,6585.533203125,6543.677734375,4616991.5,4616991.5,4495396,0,344443808,799789.5,988430,1.66735112667084
iter-0,2001-10-01,3,8031694336,1193438.75,1190271,885532800,863095232,43650504,6486.080078125,6465.900390625,4812678.5,4812678.5,4689373,0,344767104,926486.3125,1117730,1.74948668479919
iter-0,2001-11-01,3,7995202560,1170905.875,1170988.625,922024768,899395904,43452180,6363.619140625,6361.3232421875,5011004.5,5011004.5,4886574,0,345096096,1062516.875,1255454,1.83436000347137
iter-0,2001-12-01,3,7960320000,1157019.75,1160353.625,956906752,934206464,43262600,6288.15087890625,6303.49951171875,5200580.5,5200580.5,5075679,0,345409728,1198875.875,1392488,1.91649556159973
iter-0,2002-01-01,3,7924546560,1148570.375,1155516.25,992680448,970027520,43068180,6242.23046875,6277.677734375,5395002.5,5395002.5,5270287,0,345729376,1344227.125,1537496,2.0013689994812
iter-0,2002-02-01,3,7889047552,1140067.25,1151288.125,1028179456,1005717440,42875248,6196.017578125,6253.58056640625,5587932,5587932,5464148,0,346044896,1493696,1685432.125,2.08624219894409
iter-0,2002-03-01,3,7857253888,1131356,1146238,1059972736,1037812096,42702460,6148.673828125,6226.14306640625,5760721.5,5760721.5,5638480,0,346326560,1632038.375,1821296.125,2.16290211677551
iter-0,2002-04-01,3,7822334976,1122012.25,1141515.25,1094891776,1073199040,42512684,6097.892578125,6201.193359375,5950498.5,5950498.5,5830717,0,346634880,1788711.125,1974069.125,2.24777555465698
iter-0,2002-05-01,3,7788958208,1108497.875,1132282.75,1128268544,1107167488,42331288,6024.44482421875,6150.76611328125,6131894.5,6131894.5,6015240,0,346929856,1943734.875,2124148,2.32991099357605
iter-0,2002-06-01,3,7754808832,1097630.625,1124983.75,1162417920,1142041984,42145692,5965.3837890625,6111.38720703125,6317488.5,6317488.5,6204693,0,347231168,2107446.75,2281780,2.41478443145752
iter-0,2002-07-01,3,7721952256,1091628.5,1110101.25,1195274496,1175345024,41967124,5932.763671875,6030.50048828125,6496057,6496057,6385608,0,347519680,2268908,2439522,2.49691987037659
iter-0,2002-08-01,3,7688241664,1083986.75,1084009.5,1228984704,1208949376,41783912,5891.232421875,5889.28955078125,6679264.5,6679264.5,6568176,0,347815136,2438465.75,2610034,2.58179330825806
iter-0,2002-09-01,3,7654945792,1070979.375,1054247.5,1262279808,1241631104,41602960,5820.5400390625,5727.16064453125,6860216.5,6860216.5,6745718,0,348108128,2610463.5,2787297,2.66666674613953
iter-0,2002-10-01,3,7623320576,1051563.5,1020194.9375,1293905152,1272236928,41431080,5715.0185546875,5542.36669921875,7032093,7032093,6911989,0,348389344,2779247,2964779,2.74880218505859
iter-0,2002-11-01,3,7591437312,1026133.0625,985624.5625,1325788416,1302791296,41257800,5576.81005859375,5354.00048828125,7205371.5,7205371.5,7077963,0,348677344,2956252.75,3153119,2.83367562294006
iter-0,2002-12-01,3,7560903680,1015588.8125,967026.125,1356321536,1331801984,41091860,5519.50439453125,5253.33349609375,7371313,7371313,7235563,0,348953504,3130099,3339928,2.91581106185913
iter-0,2003-01-01,3,7530242048,986960.25,929821.5,1386983168,1360626560,40925220,5363.9140625,5050.837890625,7537952,7537952,7392139,0,349227520,3306087,3531553,3.0006844997406
iter-0,2003-02-01,3,7529252864,0,0,1387972608,1361556352,40919844,0,0,7543329.5,7543329.5,7397190,0,349221856,3311761,3537734.5,3.00342226028442
iter-0,2000-01-01,29,7048006656,0,0,0,0,38304384,0,0,0,0,0,0,311767872,0,0,0
iter-0,2000-02-01,29,7048005632,0,0,0,0,38304376,0,0,0,0,0,0,311767872,0,0,0.084873370826244
iter-0,2000-03-01,29,6986425344,2123453.5,2123621.5,61580164,61585024,37969700,11540.5087890625,11540,334674.8125,334674.8125,334660,0,311907872,0.437064617872238,0,0.164271041750908
iter-0,2000-04-01,29,6927374848,1904793.75,1887736.75,120630432,120104864,37648776,10352.1396484375,10257.2578125,655600.1875,655600.1875,652635,0,312062848,5.52323532104492,4548.0009765625,0.249144420027733
iter-0,2000-05-01,29,6874001408,1778902.125,1695579.625,174003856,170972256,37358700,9667.9462890625,9213.5673828125,945673.125,945673.125,929042,0,312212832,41.6085090637207,25817.001953125,0.331279933452606
iter-0,2000-06-01,29,6820270592,1732623,1638625.75,227734448,221769648,37066684,9416.4287109375,8903.451171875,1237687.125,1237687.125,1205049,0,312367648,220.390075683594,50901,0.416153311729431
iter-0,2000-07-01,29,6772123136,1602903.625,1509394.625,275882144,267051488,36805012,8711.4326171875,8201.7001953125,1499359.5,1499359.5,1451100,0,312661920,924.134460449219,75951,0.498288840055466
iter-0,2000-08-01,29,6725654016,1493125.875,1398302.75,322351232,310398880,36552464,8114.81494140625,7597.41943359375,1751908.875,1751908.875,1686620,0,312969280,3564.568359375,105138,0.583162188529968
iter-0,2000-09-01,29,6681750528,1402672.5,1325874.25,366254816,351500960,36313660,7641.89306640625,7203.8388671875,1990712.25,1990712.25,1909939,0,313271680,11175.203125,136780.015625,0.668035566806793
iter-0,2000-10-01,29,6641539584,1330812.125,1270949.375,406464704,389629472,36093968,7285.23046875,6905.7666015625,2210406.5,2210406.5,2117112,0,313558112,24737.814453125,169202,0.75017112493515
iter-0,2000-11-01,29,6601695744,1279237.125,1227013,446307328,427666848,35875296,7032.8720703125,6666.935546875,2429079.5,2429079.5,2323787,0,313850528,42308.5234375,204244,0.835044503211975
iter-0,2000-12-01,29,6564376576,1238915.375,1191768.75,483625376,463419936,35669648,6838.39404296875,6475.7666015625,2634736.25,2634736.25,2518060,0,314131360,61473.9453125,239515,0.917180001735687
iter-0,2001-01-01,29,6526870016,1205023.25,1163525.625,521131712,499489216,35462120,6678.6748046875,6321.87109375,2842267.25,2842267.25,2714038,0,314419552,83294.484375,277189,1.00205338001251
iter-0,2001-02-01,29,6467360768,1914199.75,1873729,580640832,557574848,35136888,10455.1142578125,10180.322265625,3167495.75,3167495.75,3029628,0,314706272,106578.796875,314403,1.08692681789398
iter-0,2001-03-01,29,6427311616,1419093.125,1401034,620689984,596803776,34918652,7723.9501953125,7610.60693359375,3385731.75,3385731.75,3242725,0,314963648,129215.7890625,344655,1.16358661651611
iter-0,2001-04-01,29,6385359872,1332695.5,1301814.625,662641536,637160000,34690792,7229.10009765625,7072.09716796875,3613589.25,3613589.25,3461960,0,315366976,185855.65625,414866.03125,1.24845993518829
iter-0,2001-05-01,29,6345313280,1310642.25,1283700.25,702688192,675671040,34473728,7100.6103515625,6973.00048828125,3830648.25,3830648.25,3671150,0,315736000,266839,508601,1.33059549331665
iter-0,2001-06-01,29,6305161216,1274003.125,1268368.5,742839488,714990464,34256228,6900.66357421875,6890.2255859375,4048146.5,4048146.5,3884747,0,316097120,370722.40625,619142,1.41546881198883
iter-0,2001-07-01,29,6267587072,1238132.5,1244567.125,780413632,752327488,34052636,6710.751953125,6761.6005859375,4251739.5,4251739.5,4087595,0,316433600,484242.375,734308,1.49760437011719
iter-0,2001-08-01,29,6230029824,1197653.875,1216663.5,817970048,790044032,33849036,6493.10205078125,6611.193359375,4455333.5,4455333.5,4292542,0,316772256,610598.6875,858961,1.58247780799866
iter-0,2001-09-01,29,6193476608,1162413.75,1204614.875,854523136,827387072,33650856,6302.3623046875,6543.677734375,4653516,4653516,4495396,0,317100800,747047.1875,988430,1.66735112667084
iter-0,2001-10-01,29,6159388672,1118955.125,1190271,888611456,863095232,33466064,6065.11767578125,6465.900390625,4838307,4838307,4689373,0,317407456,890392.875,1117730,1.74948668479919
iter-0,2001-11-01,29,6125630464,1073644.125,1170988.625,922366912,899395904,33283072,5819.6796875,6361.3232421875,5021282.5,5021282.5,4886574,0,317712832,1050044.375,1255454,1.83436000347137
iter-0,2001-12-01,29,6093954048,1043940.5625,1160353.625,954039296,934206464,33111396,5657.04443359375,6303.49951171875,5192937,5192937,5075679,0,317998848,1214049.625,1392488,1.91649556159973
iter-0,2002-01-01,29,6061910016,1023663.375,1155516.25,986083264,970027520,32937750,5548.36376953125,6277.677734375,5366582,5366582,5270287,0,318286400,1391496,1537496,2.0013689994812
iter-0,2002-02-01,29,6030444544,1006698.5625,1151288.125,1017548416,1005717440,32767144,5459.13330078125,6253.58056640625,5537186,5537186,5464148,0,318567328,1575571.125,1685432.125,2.08624219894409
iter-0,2002-03-01,29,6002486784,992160.4375,1146238,1045505984,1037812096,32615514,5381.21484375,6226.14306640625,5688815,5688815,5638480,0,318816128,1746772.125,1821296.125,2.16290211677551
iter-0,2002-04-01,29,5971980288,977824.3125,1141515.25,1076014080,1073199040,32450018,5303.7802734375,6201.193359375,5854292.5,5854292.5,5830717,0,319086688,1941207.625,1974069.125,2.24777555465698
iter-0,2002-05-01,29,5943002624,960480.6875,1132282.75,1104990464,1107167488,32292824,5210.484375,6150.76611328125,6011478.5,6011478.5,6015240,0,319344032,2133882,2124148,2.32991099357605
iter-0,2002-06-01,29,5913507328,946507.125,1124983.75,1134485632,1142041984,32132796,5135.6025390625,6111.38720703125,6171506.5,6171506.5,6204693,0,319605504,2337388.25,2281780,2.41478443145752
iter-0,2002-07-01,29,5885228032,938336.6875,1110101.25,1162764800,1175345024,31979342,5092.09326171875,6030.50048828125,6324961.5,6324961.5,6385608,0,319854944,2537953,2439522,2.49691987037659
iter-0,2002-08-01,29,5856299520,929284.375,1084009.5,1191693568,1208949376,31822336,5043.7421875,5889.28955078125,6481966,6481966,6568176,0,320109600,2748320.75,2610034,2.58179330825806
iter-0,2002-09-01,29,5827817984,915461.375,1054247.5,1220174464,1241631104,31667740,4969.40625,5727.16064453125,6636562.5,6636562.5,6745718,0,320361536,2961374.5,2787297,2.66666674613953
iter-0,2002-10-01,29,5800876544,895475.875,1020194.9375,1247115008,1272236928,31521482,4861.4697265625,5542.36669921875,6782815.5,6782815.5,6911989,0,320602848,3170079,2964779,2.74880218505859
iter-0,2002-11-01,29,5773861376,869393.875,985624.5625,1274129792,1302791296,31374814,4720.18310546875,5354.00048828125,6929482,6929482,7077963,0,320849376,3388548.75,3153119,2.83367562294006
iter-0,2002-12-01,29,5748052992,858594.9375,967026.125,1299937792,1331801984,31234690,4661.763671875,5253.33349609375,7069603.5,7069603.5,7235563,0,321085280,3602624,3339928,2.91581106185913
iter-0,2003-01-01,29,5722098176,835719.4375,929821.5,1325892480,1360626560,31093762,4537.8193359375,5050.837890625,7210530.5,7210530.5,7392139,0,321319264,3818667,3531553,3.0006844997406
iter-0,2003-02-01,29,5721261568,0,0,1326728960,1361556352,31089220,0,0,7215072.5,7215072.5,7397190,0,321312288,3825642.5,3537734.5,3.00342226028442
iter-0,2000-01-01,17,8912918528,0,0,0,0,48439772,0,0,0,0,0,0,321422144,0,0,0
iter-0,2000-02-01,17,8912909312,0,0,0,0,48439720,0,0,0,0,0,0,321422208,0,0,0.084873370826244
iter-0,2000-03-01,17,8851329024,2123452,2123621.5,61580128,61585024,48105044,11540.5,11540,334674.625,334674.625,334660,0,321562176,0.726269662380219,0,0.164271041750908
iter-0,2000-04-01,17,8792278016,1904842,1887736.75,120631104,120104864,47784116,10352.40234375,10257.2578125,655603.8125,655603.8125,652635,0,321717184,3.97625923156738,4548.0009765625,0.249144420027733
iter-0,2000-05-01,17,8738898944,1779249.875,1695579.625,174010816,170972256,47494008,9669.8359375,9213.5673828125,945710.9375,945710.9375,929042,0,321867168,14.0777912139893,25817.001953125,0.331279933452606
iter-0,2000-06-01,17,8685144064,1733909.625,1638625.75,227764768,221769648,47201864,9423.421875,8903.451171875,1237852,1237852,1205049,0,322022144,35.2903785705566,50901,0.416153311729431
iter-0,2000-07-01,17,8636911616,1607690.875,1509394.625,275997152,267051488,46939732,8737.4501953125,8201.7001953125,1499984.5,1499984.5,1451100,0,322317120,69.7339019775391,75951,0.498288840055466
iter-0,2000-08-01,17,8590132224,1508930.5,1398302.75,322776992,310398880,46685496,8200.708984375,7597.41943359375,1754222.75,1754222.75,1686620,0,322627040,137.260116577148,105138,0.583162188529968
iter-0,2000-09-01,17,8545315840,1445539,1325874.25,367593568,351500960,46441924,7856.1904296875,7203.8388671875,1997791.125,1997791.125,1909939,0,322936928,263.946563720703,136780.015625,0.668035566806793
iter-0,2000-10-01,17,8503390720,1397259.625,1270949.375,409518400,389629472,46214072,7593.80224609375,6905.7666015625,2225643.5,2225643.5,2117112,0,323236704,480.665222167969,169202,0.75017112493515
iter-0,2000-11-01,17,8461268480,1358420.625,1227013,451640832,427666848,45985148,7382.720703125,6666.935546875,2454569.75,2454569.75,2323787,0,323546304,861.16845703125,204244,0.835044503211975
iter-0,2000-12-01,17,8421428224,1327494.625,1191768.75,491481152,463419936,45768624,7214.64453125,6475.7666015625,2671093.25,2671093.25,2518060,0,323845728,1459.16040039062,239515,0.917180001735687
iter-0,2001-01-01,17,8381035008,1302192.125,1163525.625,531874144,499489216,45549096,7077.130859375,6321.87109375,2890620.25,2890620.25,2714038,0,324154752,2435.41430664062,277189,1.00205338001251
iter-0,2001-02-01,17,8318741504,2008407.25,1873729,594167936,557574848,45210544,10915.2568359375,10180.322265625,3229173.5,3229173.5,3029628,0,324463296,3874.01147460937,314403,1.08692681789398
iter-0,2001-03-01,17,8276145664,1520396.625,1401034,636763520,596803776,44979044,8263.025390625,7610.60693359375,3460671.5,3460671.5,3242725,0,324741728,5466.32080078125,344655,1.16358661651611
iter-0,2001-04-01,17,8228251136,1538353.375,1301814.625,684658304,637160000,44718748,8360.6162109375,7072.09716796875,3720969,3720969,3461960,0,325195552,11607.6982421875,414866.03125,1.24845993518829
iter-0,2001-05-01,17,8180255744,1589438.75,1283700.25,732652608,675671040,44457904,8638.25390625,6973.00048828125,3981807.5,3981807.5,3671150,0,325632416,24760.67578125,508601,1.33059549331665
iter-0,2001-06-01,17,8130535424,1590141.625,1268368.5,782372416,714990464,44187684,8642.07421875,6890.2255859375,4252024,4252024,3884747,0,326075200,46954.09375,619142,1.41546881198883
iter-0,2001-07-01,17,8083272704,1559938.5,1244567.125,829634624,752327488,43930824,8477.9267578125,6761.6005859375,4508884,4508884,4087595,0,326494336,77831.46875,734308,1.49760437011719
iter-0,2001-08-01,17,8035853312,1513255.25,1216663.5,877053312,790044032,43673108,8224.212890625,6611.193359375,4766594,4766594,4292542,0,326917056,120127.125,858961,1.58247780799866
iter-0,2001-09-01,17,7989450752,1482256.625,1204614.875,923455232,827387072,43420924,8055.7421875,6543.677734375,5018778.5,5018778.5,4495396,0,327329536,172652.5625,988430,1.66735112667084
iter-0,2001-10-01,17,7945538560,1450944.375,1190271,967367488,863095232,43182268,7885.5673828125,6465.900390625,5257432,5257432,4689373,0,327719904,232274.65625,1117730,1.74948668479919
iter-0,2001-11-01,17,7901279232,1415417.375,1170988.625,1011626624,899395904,42941728,7692.48583984375,6361.3232421875,5497971,5497971,4886574,0,328114784,302412.46875,1255454,1.83436000347137
iter-0,2001-12-01,17,7859229696,1390899.875,1160353.625,1053675648,934206464,42713200,7559.23828125,6303.49951171875,5726498,5726498,5075679,0,328489216,377976.03125,1392488,1.91649556159973
iter-0,2002-01-01,17,7816369664,1372464.125,1155516.25,1096535296,970027520,42480264,7459.04443359375,6277.677734375,5959431,5959431,5270287,0,328868960,463222.90625,1537496,2.0013689994812
iter-0,2002-02-01,17,7774080512,1354711.5,1151288.125,1138824320,1005717440,42250432,7362.56298828125,6253.58056640625,6189263,6189263,5464148,0,329242080,555102.5,1685432.125,2.08624219894409
iter-0,2002-03-01,17,7736404480,1337405,1146238,1176500480,1037812096,42045668,7268.505859375,6226.14306640625,6394024.5,6394024.5,5638480,0,329573632,643552.875,1821296.125,2.16290211677551
iter-0,2002-04-01,17,7695257088,1318379.375,1141515.25,1217647744,1073199040,41822044,7165.10498046875,6201.193359375,6617651,6617651,5830717,0,329934784,747407.1875,1974069.125,2.24777555465698
iter-0,2002-05-01,17,7656134656,1295650.125,1132282.75,1256769792,1107167488,41609424,7041.57666015625,6150.76611328125,6830270.5,6830270.5,6015240,0,330278464,853711.8125,2124148,2.32991099357605
iter-0,2002-06-01,17,7616335872,1275469.875,1124983.75,1296568704,1142041984,41393124,6931.9013671875,6111.38720703125,7046569,7046569,6204693,0,330627680,969518.625,2281780,2.41478443145752
iter-0,2002-07-01,17,7578286592,1260767.875,1110101.25,1334618112,1175345024,41186332,6851.99951171875,6030.50048828125,7253359,7253359,6385608,0,330960224,1086949.5,2439522,2.49691987037659
iter-0,2002-08-01,17,7539481088,1244661,1084009.5,1373423360,1208949376,40975436,6764.4619140625,5889.28955078125,7464257,7464257,6568176,0,331298880,1213310,2610034,2.58179330825806
iter-0,2002-09-01,17,7501341184,1223945.875,1054247.5,1411563136,1241631104,40768152,6651.87939453125,5727.16064453125,7671539,7671539,6745718,0,331632960,1344234.75,2787297,2.66666674613953
iter-0,2002-10-01,17,7465230336,1198254.625,1020194.9375,1447673472,1272236928,40571900,6512.25341796875,5542.36669921875,7867791,7867791,6911989,0,331952192,1474996.75,2964779,2.74880218505859
iter-0,2002-11-01,17,7428879872,1167736.25,985624.5625,1484023680,1302791296,40374340,6346.392578125,5354.00048828125,8065346,8065346,7077963,0,332278048,1614138.875,3153119,2.83367562294006
iter-0,2002-12-01,17,7394152960,1153313.5,967026.125,1518750208,1331801984,40185608,6268.00830078125,5253.33349609375,8254077,8254077,7235563,0,332589760,1752443.875,3339928,2.91581106185913
iter-0,2003-01-01,17,7359421952,1116588.5,929821.5,1553481344,1360626560,39996852,6068.41552734375,5050.837890625,8442833,8442833,7392139,0,332898240,1893942.625,3531553,3.0006844997406
iter-0,2003-02-01,17,7358303232,0,0,1554599808,1361556352,39990772,0,0,8448912,8448912,7397190,0,332893664,1898523.5,3537734.5,3.00342226028442
iter-0,2000-01-01,14,5590636032,0,0,0,0,30383890,0,0,0,0,0,0,324008608,0,0,0
iter-0,2000-02-01,14,5590624256,0,0,0,0,30383826,0,0,0,0,0,0,324008704,0,0,0.084873370826244
iter-0,2000-03-01,14,5530256896,1982070.25,2123621.5,60367228,61585024,30055742,10772.12109375,11540,328082.75,328082.75,334660,0,324138464,10226.0927734375,0,0.164271041750908
iter-0,2000-04-01,14,5475184128,1757445,1887736.75,115439096,120104864,29756434,9551.3310546875,10257.2578125,627386.375,627386.375,652635,0,324259872,43827.65625,4548.0009765625,0.249144420027733
iter-0,2000-05-01,14,5425076224,1665508.5,1695579.625,165546768,170972256,29484110,9051.6767578125,9213.5673828125,899710.6875,899710.6875,929042,0,324382208,71482.984375,25817.001953125,0.331279933452606
iter-0,2000-06-01,14,5374413312,1630285.375,1638625.75,216209920,221769648,29208722,8872.4736328125,8903.451171875,1175098.875,1175098.875,1205049,0,324511072,97600.640625,50901,0.416153311729431
iter-0,2000-07-01,14,5329377280,1491133,1509394.625,261245952,267051488,28963032,8142.693359375,8201.7001953125,1420788.5,1420788.5,1451100,0,324779904,123784.59375,75951,0.498288840055466
iter-0,2000-08-01,14,5286509056,1375224,1398302.75,304113824,310398880,28728370,7541.27001953125,7597.41943359375,1655449.125,1655449.125,1686620,0,325058336,155344.796875,105138,0.583162188529968
iter-0,2000-09-01,14,5246038528,1298714.625,1325874.25,344583008,351500960,28505736,7161.501953125,7203.8388671875,1878089.875,1878089.875,1909939,0,325333984,189684.609375,136780.015625,0.668035566806793
iter-0,2000-10-01,14,5208680448,1238251,1270949.375,381940800,389629472,28298940,6872.0859375,6905.7666015625,2084887.375,2084887.375,2117112,0,325598720,224968.203125,169202,0.75017112493515
iter-0,2000-11-01,14,5171781120,1178241,1227013,418839616,427666848,28093320,6583.16259765625,6666.935546875,2290511.5,2290511.5,2323787,0,325868928,264740,204244,0.835044503211975
iter-0,2000-12-01,14,5137702400,1124480.875,1191768.75,452915968,463419936,27902168,6324.26123046875,6475.7666015625,2481680,2481680,2518060,0,326125152,308514.59375,239515,0.917180001735687
iter-0,2001-01-01,14,5103830528,1084372.875,1163525.625,486787744,499489216,27710940,6136.55322265625,6321.87109375,2672910,2672910,2714038,0,326385600,358067.875,277189,1.00205338001251
iter-0,2001-02-01,14,5052250624,1620603.5,1873729,538366912,557574848,27426490,8933.4150390625,10180.322265625,2957360.25,2957360.25,3029628,0,326606912,446758.03125,314403,1.08692681789398
iter-0,2001-03-01,14,5019671552,1137501.125,1401034,570945536,596803776,27247280,6250.63525390625,7610.60693359375,3136573.75,3136573.75,3242725,0,326802048,531631,344655,1.16358661651611
iter-0,2001-04-01,14,4987547648,1015048.8125,1301814.625,603070080,637160000,27071074,5560.4150390625,7072.09716796875,3312768,3312768,3461960,0,327123168,670473.0625,414866.03125,1.24845993518829
iter-0,2001-05-01,14,4957380608,991041.625,1283700.25,633240256,675671040,26905978,5415.7255859375,6973.00048828125,3477805.5,3477805.5,3671150,0,327409440,834235.125,508601,1.33059549331665
iter-0,2001-06-01,14,4926768128,975277.25,1268368.5,663855936,714990464,26738814,5319.48828125,6890.2255859375,3644931.5,3644931.5,3884747,0,327690464,1018197.5625,619142,1.41546881198883
iter-0,2001-07-01,14,4897689600,959441,1244567.125,692945856,752327488,26580180,5225.23681640625,6761.6005859375,3803462.75,3803462.75,4087595,0,327955488,1203179.125,734308,1.49760437011719
iter-0,2001-08-01,14,4868109824,944926.6875,1216663.5,722528832,790044032,26419158,5139.5986328125,6611.193359375,3964458.5,3964458.5,4292542,0,328226784,1396900.5,858961,1.58247780799866
iter-0,2001-09-01,14,4838846976,936009.375,1204614.875,751792192,827387072,26260086,5085.3896484375,6543.677734375,4123524.25,4123524.25,4495396,0,328493568,1595100.375,988430,1.66735112667084
iter-0,2001-10-01,14,4810994176,921995.75,1190271,779644032,863095232,26108858,5002.6259765625,6465.900390625,4274726,4274726,4689373,0,328747328,1791378.875,1117730,1.74948668479919
iter-0,2001-11-01,14,4782790656,904518.0625,1170988.625,807850368,899395904,25955964,4898.6328125,6361.3232421875,4427598.5,4427598.5,4886574,0,329005408,1998286,1255454,1.83436000347137
iter-0,2001-12-01,14,4755804672,895323.125,1160353.625,834846464,934206464,25809736,4846.66748046875,6303.49951171875,4573761.5,4573761.5,5075679,0,329251456,2202205.75,1392488,1.91649556159973
