ENSEMBLE,DATE,REAL,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
iter-0,2001-03-01,37,8237314048,1475033.875,1401034,627412544,596803776,44767996,8016.48828125,7610.60693359375,3409850.75,3409850.75,3242725,0,333485824,84751.2890625,344655,1.16358661651611
iter-0,2001-04-01,37,8192604672,1436871.375,1301814.625,672121536,637160000,44525012,7809.08349609375,7072.09716796875,3652834.5,3652834.5,3461960,0,333912608,117941.6640625,414866.03125,1.24845993518829
iter-0,2001-05-01,37,8148459520,1463139.125,1283700.25,716266752,675671040,44285092,7951.84326171875,6973.00048828125,3892754.25,3892754.25,3671150,0,334316768,163773.3125,508601,1.33059549331665
iter-0,2001-06-01,37,8102865408,1460595.75,1268368.5,761860672,714990464,44037300,7938.0205078125,6890.2255859375,4140547.25,4140547.25,3884747,0,334724544,220991.84375,619142,1.41546881198883
iter-0,2001-07-01,37,8059427840,1439427.625,1244567.125,805298048,752327488,43801224,7822.97607421875,6761.6005859375,4376620,4376620,4087595,0,335111200,284336.34375,734308,1.49760437011719
iter-0,2001-08-01,37,8015504384,1409533.25,1216663.5,849221184,790044032,43562508,7660.5068359375,6611.193359375,4615332.5,4615332.5,4292542,0,335504256,356301.875,858961,1.58247780799866
iter-0,2001-09-01,37,7972068352,1394352.25,1204614.875,892656192,827387072,43326444,7578.00146484375,6543.677734375,4851392.5,4851392.5,4495396,0,335891552,434009.625,988430,1.66735112667084
iter-0,2001-10-01,37,7930606080,1375503.75,1190271,934118400,863095232,43101108,7475.5634765625,6465.900390625,5076730.5,5076730.5,4689373,0,336261120,514426.21875,1117730,1.74948668479919
iter-0,2001-11-01,37,7888531968,1350078,1170988.625,976192704,899395904,42872444,7337.38037109375,6361.3232421875,5305395.5,5305395.5,4886574,0,336637440,603107,1255454,1.83436000347137
iter-0,2001-12-01,37,7848375808,1330519,1160353.625,1016348224,934206464,42654204,7231.08154296875,6303.49951171875,5523631.5,5523631.5,5075679,0,336995808,694739.8125,1392488,1.91649556159973
iter-0,2002-01-01,37,7807387136,1313302.375,1155516.25,1057336896,970027520,42431436,7137.51318359375,6277.677734375,5746396,5746396,5270287,0,337359712,795863.5625,1537496,2.0013689994812
iter-0,2002-02-01,37,7766936576,1296568.625,1151288.125,1097786496,1005717440,42211600,7046.568359375,6253.58056640625,5966231,5966231,5464148,0,337717216,903350.375,1685432.125,2.08624219894409
iter-0,2002-03-01,37,7730872832,1281161,1146238,1133850496,1037812096,42015600,6962.83203125,6226.14306640625,6162231.5,6162231.5,5638480,0,338035072,1005477.5625,1821296.125,2.16290211677551
iter-0,2002-04-01,37,7691443200,1264170.75,1141515.25,1173279872,1073199040,41801308,6870.4931640625,6201.193359375,6376521.5,6376521.5,5830717,0,338381664,1123905.5,1974069.125,2.24777555465698
iter-0,2002-05-01,37,7653923328,1243425.5,1132282.75,1210799360,1107167488,41597396,6757.7470703125,6150.76611328125,6580431,6580431,6015240,0,338711776,1243804.25,2124148,2.32991099357605
iter-0,2002-06-01,37,7615730176,1224229.25,1124983.75,1248992128,1142041984,41389824,6653.419921875,6111.38720703125,6788000.5,6788000.5,6204693,0,339047328,1373233.75,2281780,2.41478443145752
iter-0,2002-07-01,37,7579224064,1209404.75,1110101.25,1285497216,1175345024,41191420,6572.85205078125,6030.50048828125,6986398,6986398,6385608,0,339366816,1503762.25,2439522,2.49691987037659
iter-0,2002-08-01,37,7542020096,1192863.375,1084009.5,1322700800,1208949376,40989224,6482.953125,5889.28955078125,7188591.5,7188591.5,6568176,0,339691872,1643706.375,2610034,2.58179330825806
iter-0,2002-09-01,37,7505505792,1171026.25,1054247.5,1359214720,1241631104,40790780,6364.27294921875,5727.16064453125,7387037,7387037,6745718,0,340012160,1788420.125,2787297,2.66666674613953
iter-0,2002-10-01,37,7471009792,1143934.625,1020194.9375,1393710720,1272236928,40603300,6217.0361328125,5542.36669921875,7574514.5,7574514.5,6911989,0,340317696,1932872.75,2964779,2.74880218505859
iter-0,2002-11-01,37,7436378112,1111695.25,985624.5625,1428341376,1302791296,40415084,6041.82177734375,5354.00048828125,7762724.5,7762724.5,7077963,0,340628992,2086595.25,3153119,2.83367562294006
iter-0,2002-12-01,37,7403371008,1095377.875,967026.125,1461348352,1331801984,40235700,5953.140625,5253.33349609375,7942111,7942111,7235563,0,340926112,2239479,3339928,2.91581106185913
iter-0,2003-01-01,37,7370413056,1058345.625,929821.5,1494306048,1360626560,40056580,5751.87841796875,5050.837890625,8121229,8121229,7392139,0,341219584,2396012.5,3531553,3.0006844997406
iter-0,2003-02-01,37,7369351680,0,0,1495367936,1361556352,40050808,0,0,8126999.5,8126999.5,7397190,0,341214528,2401073.5,3537734.5,3.00342226028442
iter-0,2000-01-01,20,10071902208,0,0,0,0,54738596,0,0,0,0,0,0,324064032,0,0,0
iter-0,2000-02-01,20,10071895040,0,0,0,0,54738552,0,0,0,0,0,0,324064096,0,0,0.084873370826244
iter-0,2000-03-01,20,10010315776,2123388,2123621.5,61579796,61585024,54403876,11540.1513671875,11540,334672.8125,334672.8125,334660,0,324204064,3.52772784233093,0,0.164271041750908
iter-0,2000-04-01,20,9951291392,1902149.125,1887736.75,120603712,120104864,54083092,10337.7666015625,10257.2578125,655454.9375,655454.9375,652635,0,324358848,235.761749267578,4548.0009765625,0.249144420027733
iter-0,2000-05-01,20,9898119168,1766363.25,1695579.625,173775456,170972256,53794116,9599.7998046875,9213.5673828125,944431.8125,944431.8125,929042,0,324507072,2007.43591308594,25817.001953125,0.331279933452606
iter-0,2000-06-01,20,9844948992,1709098.75,1638625.75,226945456,221769648,53505148,9288.580078125,8903.451171875,1233399.25,1233399.25,1205049,0,324657088,6973.99169921875,50901,0.416153311729431
iter-0,2000-07-01,20,9797529600,1576745.75,1509394.625,274364800,267051488,53247432,8569.2705078125,8201.7001953125,1491113.125,1491113.125,1451100,0,324945184,13898.173828125,75951,0.498288840055466
iter-0,2000-08-01,20,9751845888,1470188,1398302.75,320049024,310398880,52999148,7990.15185546875,7597.41943359375,1739396.75,1739396.75,1686620,0,325245824,23252.130859375,105138,0.583162188529968
iter-0,2000-09-01,20,9708320768,1401182.125,1325874.25,363573280,351500960,52762604,7615.1201171875,7203.8388671875,1975941.875,1975941.875,1909939,0,325544736,34334.86328125,136780.015625,0.668035566806793
iter-0,2000-10-01,20,9667779584,1349045,1270949.375,404114368,389629472,52542272,7331.7666015625,6905.7666015625,2196273.75,2196273.75,2117112,0,325832768,46286.31640625,169202,0.75017112493515
iter-0,2000-11-01,20,9627192320,1307079,1227013,444701696,427666848,52321688,7103.6904296875,6666.935546875,2416857,2416857,2323787,0,326129376,59687.84375,204244,0.835044503211975
iter-0,2000-12-01,20,9588924416,1273587.25,1191768.75,482970464,463419936,52113708,6921.669921875,6475.7666015625,2624839.5,2624839.5,2518060,0,326415456,73618.2890625,239515,0.917180001735687
iter-0,2001-01-01,20,9550230528,1246087.625,1163525.625,521663776,499489216,51903416,6772.21533203125,6321.87109375,2835129.25,2835129.25,2714038,0,326710048,89016.0703125,277189,1.00205338001251
iter-0,2001-02-01,20,9489640448,1951837,1873729,582254400,557574848,51574120,10607.8095703125,10180.322265625,3164426,3164426,3029628,0,327004160,104914.7890625,314403,1.08692681789398
iter-0,2001-03-01,20,9448448000,1469471.75,1401034,623446656,596803776,51350248,7986.259765625,7610.60693359375,3388297,3388297,3242725,0,327270624,118428.828125,344655,1.16358661651611
iter-0,2001-04-01,20,9404148736,1415724.375,1301814.625,667745600,637160000,51109496,7694.15380859375,7072.09716796875,3629052.25,3629052.25,3461960,0,327693920,155117.859375,414866.03125,1.24845993518829
iter-0,2001-05-01,20,9361198080,1412775.5,1283700.25,710695744,675671040,50876068,7678.12744140625,6973.00048828125,3862476.75,3862476.75,3671150,0,328087936,211112.5625,508601,1.33059549331665
iter-0,2001-06-01,20,9317729280,1382615.75,1268368.5,754165056,714990464,50639824,7514.2158203125,6890.2255859375,4098723,4098723,3884747,0,328477664,286379.375,619142,1.41546881198883
iter-0,2001-07-01,20,9276943360,1345565.375,1244567.125,794951168,752327488,50418160,7312.85546875,6761.6005859375,4320387,4320387,4087595,0,328841824,372235.78125,734308,1.49760437011719
iter-0,2001-08-01,20,9236081664,1307943.75,1216663.5,835811840,790044032,50196088,7108.39013671875,6611.193359375,4542455.5,4542455.5,4292542,0,329208832,470199.375,858961,1.58247780799866
iter-0,2001-09-01,20,9195864064,1290268.25,1204614.875,876030144,827387072,49977512,7012.3271484375,6543.677734375,4761033.5,4761033.5,4495396,0,329568832,575209.625,988430,1.66735112667084
iter-0,2001-10-01,20,9157514240,1273183.75,1190271,914379840,863095232,49769088,6919.4765625,6465.900390625,4969455.5,4969455.5,4689373,0,329912000,682041.4375,1117730,1.74948668479919
iter-0,2001-11-01,20,9118546944,1252753,1170988.625,953347136,899395904,49557312,6808.4404296875,6361.3232421875,5181234.5,5181234.5,4886574,0,330261952,797088.75,1255454,1.83436000347137
iter-0,2001-12-01,20,9081190400,1241775.75,1160353.625,990703680,934206464,49354284,6748.78125,6303.49951171875,5384259,5384259,5075679,0,330596576,912472.5,1392488,1.91649556159973
iter-0,2002-01-01,20,9042757632,1236548,1155516.25,1029136000,970027520,49145412,6720.36962890625,6277.677734375,5593130.5,5593130.5,5270287,0,330938752,1035288.5625,1537496,2.0013689994812
iter-0,2002-02-01,20,9004495872,1231225.75,1151288.125,1067398016,1005717440,48937468,6691.4443359375,6253.58056640625,5801076,5801076,5464148,0,331277696,1161338.375,1685432.125,2.08624219894409
iter-0,2002-03-01,20,8970126336,1224792.75,1146238,1101767936,1037812096,48750676,6656.482421875,6226.14306640625,5987869.5,5987869.5,5638480,0,331581216,1277841.125,1821296.125,2.16290211677551
iter-0,2002-04-01,20,8932282368,1217561.125,1141515.25,1139610880,1073199040,48545008,6617.18017578125,6201.193359375,6193537.5,6193537.5,5830717,0,331914304,1409732.75,1974069.125,2.24777555465698
iter-0,2002-05-01,20,8896021504,1205542.375,1132282.75,1175871744,1107167488,48347936,6551.8603515625,6150.76611328125,6390607,6390607,6015240,0,332233728,1540313.5,2124148,2.32991099357605
iter-0,2002-06-01,20,8858853376,1195626.75,1124983.75,1213040640,1142041984,48145932,6497.9716796875,6111.38720703125,6592612.5,6592612.5,6204693,0,332560608,1678434.125,2281780,2.41478443145752
iter-0,2002-07-01,20,8823062528,1189606.75,1110101.25,1248830592,1175345024,47951420,6465.25390625,6030.50048828125,6787122.5,6787122.5,6385608,0,332874016,1815038.375,2439522,2.49691987037659
iter-0,2002-08-01,20,8786338816,1181190.75,1084009.5,1285554816,1208949376,47751832,6419.51513671875,5889.28955078125,6986711,6986711,6568176,0,333194976,1959060.75,2610034,2.58179330825806
iter-0,2002-09-01,20,8750059520,1167006.875,1054247.5,1321834112,1241631104,47554660,6342.42822265625,5727.16064453125,7183881,7183881,6745718,0,333513280,2105781.75,2787297,2.66666674613953
iter-0,2002-10-01,20,8715567104,1146805,1020194.9375,1356325760,1272236928,47367204,6232.63623046875,5542.36669921875,7371336,7371336,6911989,0,333818752,2250290.25,2964779,2.74880218505859
iter-0,2002-11-01,20,8680728576,1121075.75,985624.5625,1391164288,1302791296,47177864,6092.802734375,5354.00048828125,7560675.5,7560675.5,7077963,0,334131776,2402271.75,3153119,2.83367562294006
iter-0,2002-12-01,20,8647340032,1110469.875,967026.125,1424553600,1331801984,46996400,6035.16259765625,5253.33349609375,7742139,7742139,7235563,0,334432096,2551938,3339928,2.91581106185913
iter-0,2003-01-01,20,8613832704,1078572.25,929821.5,1458060160,1360626560,46814296,5861.8056640625,5050.837890625,7924240,7924240,7392139,0,334730208,2703844,3531553,3.0006844997406
iter-0,2003-02-01,20,8612752384,0,0,1459140224,1361556352,46808428,0,0,7930110,7930110,7397190,0,334725312,2708750.25,3537734.5,3.00342226028442
iter-0,2000-01-01,30,10071902208,0,0,0,0,54738596,0,0,0,0,0,0,324064032,0,0,0
iter-0,2000-02-01,30,10071885824,0,0,0,0,54738500,0,0,0,0,0,0,324064160,0,0,0.084873370826244
iter-0,2000-03-01,30,10010603520,2085360.5,2123621.5,61282900,61585024,54405440,11333.4814453125,11540,333059.25,333059.25,334660,0,324201664,2503.560546875,0,0.164271041750908
iter-0,2000-04-01,30,9953116160,1835859,1887736.75,118770216,120104864,54093008,9977.494140625,10257.2578125,645490.3125,645490.3125,652635,0,324343456,15690.640625,4548.0009765625,0.249144420027733
iter-0,2000-05-01,30,9901432832,1715968.25,1695579.625,170453424,170972256,53812120,9325.9140625,9213.5673828125,926377.3125,926377.3125,929042,0,324479136,30028.91015625,25817.001953125,0.331279933452606
iter-0,2000-06-01,30,9849519104,1669840.875,1638625.75,222367024,221769648,53529980,9075.22265625,8903.451171875,1208516.5,1208516.5,1205049,0,324618528,45616.13671875,50901,0.416153311729431
iter-0,2000-07-01,30,9803122688,1542517,1509394.625,268763264,267051488,53277828,8383.2451171875,8201.7001953125,1460669.875,1460669.875,1451100,0,324897952,61196.2109375,75951,0.498288840055466
iter-0,2000-08-01,30,9758497792,1435772,1398302.75,313388736,310398880,53035296,7803.1083984375,7597.41943359375,1703199.75,1703199.75,1686620,0,325189632,79509.1875,105138,0.583162188529968
iter-0,2000-09-01,30,9716030464,1366756,1325874.25,355855392,351500960,52804500,7428.021484375,7203.8388671875,1933996.75,1933996.75,1909939,0,325479584,99544.3359375,136780.015625,0.668035566806793
iter-0,2000-10-01,30,9676507136,1314905.625,1270949.375,395379136,389629472,52589696,7146.22607421875,6905.7666015625,2148799.75,2148799.75,2117112,0,325759040,120109.359375,169202,0.75017112493515
iter-0,2000-11-01,30,9636958208,1273520.375,1227013,434928000,427666848,52374756,6921.30615234375,6666.935546875,2363739,2363739,2323787,0,326046848,142305.421875,204244,0.835044503211975
iter-0,2000-12-01,30,9599672320,1241006.25,1191768.75,472214016,463419936,52172116,6744.59912109375,6475.7666015625,2566380.5,2566380.5,2518060,0,326324576,164559.75,239515,0.917180001735687
iter-0,2001-01-01,30,9561958400,1214899.5,1163525.625,509927616,499489216,51967152,6602.71484375,6321.87109375,2771345.75,2771345.75,2714038,0,326610880,188257.234375,277189,1.00205338001251
iter-0,2001-02-01,30,9502386176,1914112.625,1873729,569500288,557574848,51643384,10402.7861328125,10180.322265625,3095110.25,3095110.25,3029628,0,326896352,212784.453125,314403,1.08692681789398
iter-0,2001-03-01,30,9462284288,1425171.25,1401034,609601856,596803776,51425444,7745.49609375,7610.60693359375,3313053.75,3313053.75,3242725,0,327153600,235549.171875,344655,1.16358661651611
iter-0,2001-04-01,30,9420358656,1332382.125,1301814.625,651527232,637160000,51197588,7241.20751953125,7072.09716796875,3540909,3540909,3461960,0,327556736,292371.96875,414866.03125,1.24845993518829
iter-0,2001-05-01,30,9380374528,1316640.875,1283700.25,691511232,675671040,50980284,7155.6572265625,6973.00048828125,3758213.25,3758213.25,3671150,0,327925600,373524,508601,1.33059549331665
iter-0,2001-06-01,30,9339711488,1299242.75,1268368.5,732174400,714990464,50759288,7061.10205078125,6890.2255859375,3979208.75,3979208.75,3884747,0,328291520,472588.625,619142,1.41546881198883
iter-0,2001-07-01,30,9301206016,1273929.625,1244567.125,770679808,752327488,50550020,6923.5302734375,6761.6005859375,4188477.25,4188477.25,4087595,0,328636352,577785.3125,734308,1.49760437011719
iter-0,2001-08-01,30,9262373888,1244558.75,1216663.5,809512320,790044032,50338972,6763.90625,6611.193359375,4399523.5,4399523.5,4292542,0,328986176,692945.9375,858961,1.58247780799866
iter-0,2001-09-01,30,9224054784,1229049.375,1204614.875,847830976,827387072,50130716,6679.6162109375,6543.677734375,4607777,4607777,4495396,0,329330048,814061.8125,988430,1.66735112667084
iter-0,2001-10-01,30,9187549184,1210699.25,1190271,884336128,863095232,49932320,6579.88720703125,6465.900390625,4806174.5,4806174.5,4689373,0,329657600,936531.125,1117730,1.74948668479919
iter-0,2001-11-01,30,9150556160,1187478.625,1170988.625,921330112,899395904,49731264,6453.68798828125,6361.3232421875,5007228.5,5007228.5,4886574,0,329990816,1068306.5,1255454,1.83436000347137
iter-0,2001-12-01,30,9115206656,1172991.125,1160353.625,956679296,934206464,49539148,6374.95166015625,6303.49951171875,5199344,5199344,5075679,0,330308416,1200704.5,1392488,1.91649556159973
iter-0,2002-01-01,30,9078966272,1163894.375,1155516.25,992918976,970027520,49342192,6325.51318359375,6277.677734375,5396299,5396299,5270287,0,330632032,1342104.625,1537496,2.0013689994812
iter-0,2002-02-01,30,9043012608,1155073.625,1151288.125,1028873216,1005717440,49146788,6277.57421875,6253.58056640625,5591702,5591702,5464148,0,330951424,1487713.125,1685432.125,2.08624219894409
iter-0,2002-03-01,30,9010809856,1146255.25,1146238,1061074944,1037812096,48971776,6229.64794921875,6226.14306640625,5766711.5,5766711.5,5638480,0,331236544,1622590.5,1821296.125,2.16290211677551
iter-0,2002-04-01,30,8975429632,1137393.375,1141515.25,1096454656,1073199040,48779496,6181.4853515625,6201.193359375,5958993,5958993,5830717,0,331548768,1775354.625,1974069.125,2.24777555465698
iter-0,2002-05-01,30,8941584384,1124819.875,1132282.75,1130300288,1107167488,48595552,6113.1513671875,6150.76611328125,6142936,6142936,6015240,0,331847712,1926400.625,2124148,2.32991099357605
iter-0,2002-06-01,30,8906911744,1115360.5,1124983.75,1164972544,1142041984,48407116,6061.74169921875,6111.38720703125,6331372.5,6331372.5,6204693,0,332153440,2085675.5,2281780,2.41478443145752
iter-0,2002-07-01,30,8873503744,1110811.125,1110101.25,1198380032,1175345024,48225552,6037.0166015625,6030.50048828125,6512934.5,6512934.5,6385608,0,332446656,2242465.25,2439522,2.49691987037659
iter-0,2002-08-01,30,8839182336,1104478.375,1084009.5,1232701568,1208949376,48039020,6002.60009765625,5889.28955078125,6699465,6699465,6568176,0,332747296,2406843,2610034,2.58179330825806
iter-0,2002-09-01,30,8805239808,1092441.875,1054247.5,1266644352,1241631104,47854544,5937.1845703125,5727.16064453125,6883937,6883937,6745718,0,333045760,2573358,2787297,2.66666674613953
iter-0,2002-10-01,30,8772959232,1073719.625,1020194.9375,1298924288,1272236928,47679108,5835.4326171875,5542.36669921875,7059371,7059371,6911989,0,333332544,2736601.75,2964779,2.74880218505859
iter-0,2002-11-01,30,8740376576,1048788.625,985624.5625,1331506176,1302791296,47502032,5699.93798828125,5354.00048828125,7236446.5,7236446.5,7077963,0,333626432,2907697.75,3153119,2.83367562294006
iter-0,2002-12-01,30,8709159936,1038220.25,967026.125,1362723072,1331801984,47332376,5642.50146484375,5253.33349609375,7406103.5,7406103.5,7235563,0,333908384,3075763.5,3339928,2.91581106185913
iter-0,2003-01-01,30,8677828608,1007960.8125,929821.5,1394054144,1360626560,47162096,5478.0478515625,5050.837890625,7576381,7576381,7392139,0,334188032,3246092.75,3531553,3.0006844997406
iter-0,2003-02-01,30,8676818944,0,0,1395063424,1361556352,47156612,0,0,7581866.5,7581866.5,7397190,0,334182528,3251599,3537734.5,3.00342226028442
iter-0,2000-01-01,26,10775233536,0,0,0,0,58561052,0,0,0,0,0,0,322502368,0,0,0
iter-0,2000-02-01,26,10775234560,0,0,0,0,58561048,0,0,0,0,0,0,322502368,0,0,0.084873370826244
iter-0,2000-03-01,26,10713654272,2123455.25,2123621.5,61580172,61585024,58226372,11540.5166015625,11540,334674.84375,334674.84375,334660,0,322642336,0.356775104999542,0,0.164271041750908
iter-0,2000-04-01,26,10654602240,1904876.125,1887736.75,120631688,120104864,57905440,10352.587890625,10257.2578125,655607,655607,652635,0,322797344,0.501409590244293,4548.0009765625,0.249144420027733
iter-0,2000-05-01,26,10601220096,1779356.625,1695579.625,174013824,170972256,57615320,9670.416015625,9213.5673828125,945727.3125,945727.3125,929042,0,322947360,0.709354341030121,25817.001953125,0.331279933452606
iter-0,2000-06-01,26,10547462144,1734088,1638625.75,227772208,221769648,57323156,9424.3916015625,8903.451171875,1237892.5,1237892.5,1205049,0,323102336,1.07129371166229,50901,0.416153311729431
iter-0,2000-07-01,26,10499223552,1607944.75,1509394.625,276010944,267051488,57060988,8738.830078125,8201.7001953125,1500059.5,1500059.5,1451100,0,323397344,1.60209441184998,75951,0.498288840055466
iter-0,2000-08-01,26,10452432896,1509349.375,1398302.75,322801344,310398880,56806692,8202.9853515625,7597.41943359375,1754355.125,1754355.125,1686620,0,323707328,2.71564865112305,105138,0.583162188529968
iter-0,2000-09-01,26,10407598080,1446246.375,1325874.25,367635552,351500960,56563028,7860.03466796875,7203.8388671875,1998019.375,1998019.375,1909939,0,324017344,5.2347903251648,136780.015625,0.668035566806793
iter-0,2000-10-01,26,10365644800,1398412.5,1270949.375,409588576,389629472,56335024,7600.068359375,6905.7666015625,2226024.75,2226024.75,2117112,0,324317344,10.4061222076416,169202,0.75017112493515
iter-0,2000-11-01,26,10323475456,1360281.125,1227013,451758144,427666848,56105840,7392.83203125,6666.935546875,2455207.25,2455207.25,2323787,0,324627328,21.5724468231201,204244,0.835044503211975
iter-0,2000-12-01,26,10283564032,1330348.375,1191768.75,491669888,463419936,55888928,7230.154296875,6475.7666015625,2672119,2672119,2518060,0,324927296,44.7234725952148,239515,0.917180001735687
iter-0,2001-01-01,26,10243058688,1306563,1163525.625,532175904,499489216,55668788,7100.88623046875,6321.87109375,2892260.25,2892260.25,2714038,0,325237248,96.1750259399414,277189,1.00205338001251
iter-0,2001-02-01,26,10180602880,2014511.125,1873729,594631424,557574848,55329356,10948.4306640625,10180.322265625,3231692.5,3231692.5,3029628,0,325547136,198.785461425781,314403,1.08692681789398
iter-0,2001-03-01,26,10137833472,1527305.625,1401034,637400704,596803776,55096916,8300.57421875,7610.60693359375,3464134.25,3464134.25,3242725,0,325826976,347.421173095703,344655,1.16358661651611
iter-0,2001-04-01,26,10089339904,1561381.5,1301814.625,685893248,637160000,54833364,8485.7685546875,7072.09716796875,3727680.75,3727680.75,3461960,0,326285824,1487.24243164063,414866.03125,1.24845993518829
iter-0,2001-05-01,26,10040314880,1627223.375,1283700.25,734918656,675671040,54566920,8843.6044921875,6973.00048828125,3994123.25,3994123.25,3671150,0,326731328,5985.69091796875,508601,1.33059549331665
iter-0,2001-06-01,26,9989238784,1636271.75,1268368.5,785994752,714990464,54289332,8892.78125,6890.2255859375,4271710.5,4271710.5,3884747,0,327185536,16778.486328125,619142,1.41546881198883
iter-0,2001-07-01,26,9940367360,1620005.125,1244567.125,834864768,752327488,54023732,8804.3759765625,6761.6005859375,4537308.5,4537308.5,4087595,0,327618208,34119.0546875,734308,1.49760437011719
iter-0,2001-08-01,26,9890750464,1592097,1216663.5,884481472,790044032,53754072,8652.701171875,6611.193359375,4806964.5,4806964.5,4292542,0,328059456,57874.36328125,858961,1.58247780799866
iter-0,2001-09-01,26,9841665024,1573447.5,1204614.875,933566912,827387072,53487304,8551.3447265625,6543.677734375,5073733.5,5073733.5,4495396,0,328494592,87738.640625,988430,1.66735112667084
iter-0,2001-10-01,26,9794865152,1550533,1190271,980366464,863095232,53232960,8426.8095703125,6465.900390625,5328078.5,5328078.5,4689373,0,328909376,122966.5859375,1117730,1.74948668479919
iter-0,2001-11-01,26,9747380224,1522346.75,1170988.625,1027851264,899395904,52974888,8273.623046875,6361.3232421875,5586148,5586148,4886574,0,329331488,165842.65625,1255454,1.83436000347137
iter-0,2001-12-01,26,9702017024,1503602.5,1160353.625,1073214720,934206464,52728348,8171.75244140625,6303.49951171875,5832688.5,5832688.5,5075679,0,329733952,213386.46875,1392488,1.91649556159973
iter-0,2002-01-01,26,9655577600,1489700.875,1155516.25,1119653376,970027520,52475960,8096.2001953125,6277.677734375,6085073,6085073,5270287,0,330143968,268373,1537496,2.0013689994812
iter-0,2002-02-01,26,9609585664,1475810.625,1151288.125,1165645824,1005717440,52226004,8020.7099609375,6253.58056640625,6335031.5,6335031.5,5464148,0,330548384,328935.21875,1685432.125,2.08624219894409
iter-0,2002-03-01,26,9568444416,1463193.375,1146238,1206787200,1037812096,52002408,7952.13818359375,6226.14306640625,6558626.5,6558626.5,5638480,0,330909248,388077.625,1821296.125,2.16290211677551
iter-0,2002-04-01,26,9523282944,1450552.5,1141515.25,1251948032,1073199040,51756968,7883.4375,6201.193359375,6804065.5,6804065.5,5830717,0,331304352,457983.03125,1974069.125,2.24777555465698
iter-0,2002-05-01,26,9480073216,1434883.375,1132282.75,1295158400,1107167488,51522128,7798.27880859375,6150.76611328125,7038904.5,7038904.5,6015240,0,331682624,529700.75,2124148,2.32991099357605
iter-0,2002-06-01,26,9435805696,1422965,1124983.75,1339425408,1142041984,51281548,7733.50537109375,6111.38720703125,7279486,7279486,6204693,0,332069632,607704,2281780,2.41478443145752
iter-0,2002-07-01,26,9393188864,1416267.625,1110101.25,1382042240,1175345024,51049932,7697.10693359375,6030.50048828125,7511099,7511099,6385608,0,332440832,686490.75,2439522,2.49691987037659
